And the Dying Is Easy,Fiction_Crime and Mystery_Detective Story and Detectives_General_Tamar  Myers,"What I Solved on My Summer Vacation

Detectives make their reputations solving cases of murder and mayhem.  Ever wonder what happens when they try to get away from it all?

In this summertime crime spree_ twenty of today's best mystery writers- from award winners to fan favorites to soon-to-be-discovered talent- take their sleuths on holiday.  So pour a glass of lemonade_ kick back_ and soak up these original tales of steamy suspense.
Contents:
Salt on the Rim by Jeff Abbott
A Case of Feline Psychopathology by Lydia Adamson
Let Sleeping Dogs Lie by Ann Campbell
The Chocolate Kidnapping Clue by JoAnna Carl
Never Neck at Niagara by Edie Claire
Unreasonable Doubt by Max Allan Collins
Murder Can Hurt Your Ears by Selma Eichler
Journey’s End by Hazel Holt
The Body in the Bay by Peter King
The Jungle by John Lantigua
The Loch Ness Mystery by Sam McCarver
Porridge and Bess by Tamar Myers
Missing_ Presumed... by Dana Stabenow
Call It Dead Time by Andy Straka
Not a Monster of a Chance by Denise Swanson
Corpse on a Holy Day by Peter Tremayne
Lightning Strikes Twice by Judith Van Gieson
Under the Big Black Sun by k.j.a. Wishnia
Serve and Volley by Matt Witten
Sweet Rewards by Wayne Worcester",,,,,
Troilus and Criseyde,Poetry_Epic and Narrative Poetry,Often called the first great English novel_ Troilus and Cressida_ a tragic love story set during the siege of Troy_ is Chaucer's masterpiece. Troilus_ a valiant warrior_ is scornful of love until he catches a glimpse of Cressida. With the help of his friend and her uncle Pandarus_ Troilus wins Cressida over. But their happiness is destroyed when_ summoned to a Greek camp_ Cressida seeks the protection of one Diomede and ultimately betrays Troilus.,,,,,
Das Nibelungenlied,Poetry_Epic and Narrative Poetry_  Unknown Author,Composed nearly eight hundred years ago by an unnamed poet_ The Nibelungenlied is the principal literary expression of those heroic legends of which Richard Wagner made such free use in The Ring.  This great German epic poem of murder and revenge recounts with peculiar strength and directness the progress of Siegfried's love for the peerless Kriemhild_ the wedding of Gunther and Brunhild_ the quarrel between the two queens_ Hagen's treacherous murder of Siegfried_ and Kriemhild's eventual revenge.,,,,,
?,Fiction_Historical_European_Medieval_Rudyard  Kipling_Daniel  Defoe_Arthur Conan  Doyle_Alexandre  Dumas (pere)_Jonathan  Swift_Jules  Verne_H. G. Wells_William  Golding_Algernon  Blackwood_Robert Louis Stevenson_W. Somerset  Maugham_Herman  Melville_Washington  Irving_Liam  O'Flaherty_Guy de  Maupassant_Lloyd  Osbourne_Richard Harding  Davis_Richard  Connell_Johann  Wyss_Edward  Bellamy_Arthur J.  Burks_Frederick  Marryat_  Unknown Author_Lafcadio  Hearn_  Homer_Giovanni  Verga_Prosper  Mérimée_Rudolf Erich  Raspe_Stratis  Myrivilis,Njal's Saga_ written by an unknown author in the late thirteenth century_ is the mightiest of the great Icelandic prose sagas.  Based on historical events in Iceland some 300 years earlier_ it describes a fifty-year blood feud from its violent beginnings to its tragic end.  The spare_ simple narrative centres loosely upon the prophetic Njal Thorgeirsson who_ with his family_ is finally burnt alive in his home by a league of enemies.,,,,,
Libussa,Fairy Tales & Folklore_Original Creations_L. Frank  Baum_Philip K.  Dick_Johann Wolfgang von  Goethe_Nathaniel  Hawthorne_August  Strindberg_Mark  Twain_Oscar  Wilde_William Butler  Yeats_Anatole  France_  Voltaire_Stanislaw  Lem_Tanith  Lee_Lord  Dunsany_Robin  McKinley_Howard  Pyle_Jane  Yolen_Italo  Calvino_William Makepeace  Thackeray_Rainer Maria  Rilke_Jean-Jacques  Rousseau_Hermann  Hesse_Angela  Carter_James  Thurber_George  MacDonald_Michael  de Larrabeiti_Laurence  Housman_Erich  Kästner_Johann Karl August  Musäus_Frank R.  Stockton_E. T. A. Hoffmann_Gottfried  Keller_Georg  Kaiser_Sylvia Townsend  Warner_Mary  de Morgan_Alfred  Döblin_Theodor  Storm_Naomi  Mitchison_Hans Christian  Andersen_Guillaume  Apollinaire_  Apuleius_Ingeborg  Bachmann_Giambattista  Basile_Thomas Crofton  Croker_Marie-Catherine  D'Aulnoy_Charlotte-Rose de Caumont  de la Force_Carl  Ewald_Antoine  Galland_Wilhelm Carl  Grimm_Franz  Hessel_Hugo von  Hofmannsthal_  Janosch_Günter  Kunert_Rosemarie  Künzler_Marie-Jean  L'Héritier_Christoph  Meckel_  Mynona_  Novalis_Charles  Perrault_Henri  Pourrat_Kurt  Schwitters_Giovanni  Straparola_Ludwig  Tieck_Michel  Tournier_Wilhelm Heinrich  Wackenroder_Christoph Martin  Wieland_Robert  Coover,The story of a wood-nymph_ her husband_ and her daughters.,,,,,
The Troll,Fiction_Fantasy_Dark Fantasy_Edgar Allan  Poe_Roald  Dahl_Leo  Tolstoy_T.H.  White_Bernard  Taylor_Elizabeth  Walter_Dorothy K.  Haynes_Charles  Birkin_Lennox  Robinson_Manuel  Komroff_Mary  Danby_Pamela  Vincent_Gwyn  Jones_Ursula K.  Le Guin_H. P. Lovecraft_Ray  Bradbury_Arthur Conan  Doyle_Peter S.  Beagle_Poul  Anderson_Algernon  Blackwood_William Hope  Hodgson_Robert E.  Howard_Fritz  Leiber_Catherine Lucille (C.L.)  Moore_Clark Ashton  Smith_Abraham  Merritt_George  MacDonald_H. Rider  Haggard_Tanith  Lee_Lucius  Shepard_L. Sprague  de Camp_Michael  Swanwick_Howard  Waldrop_Gene  Wolfe_Esther M.  Friesner_Jane  Yolen_Manly Wade  Wellman_Jack  Dann_Karen  Anderson_Joan  Aiken_Rob  Chilson_A. E. Sandeling_Arthur C.  Clarke_George Bernard  Shaw_F. Scott  Fitzgerald_V.S.  Naipaul_Kenzaburo  Oe_Luigi  Pirandello_Isaac Bashevis  Singer_Günter  Grass_Bernard  Malamud_Joseph  Conrad_Gabriel  García Márquez_Mervyn  Peake_Rohinton  Mistry_Margaret  Atwood_Boris  Vian_Herman  Melville_E.B.  White_Yevgeny  Zamyatin_A. S. Byatt_James  Stephens_Isabel  Allende_Giuseppe  Tomasi di Lampedusa_Charlotte Perkins  Gilman_Jerome  Bixby_Philip  MacDonald_Elizabeth  Bowen_Friedrich  Dürrenmatt_Sylvia Townsend  Warner_Conrad  Aiken_Yehuda  Amichai_Robert  Aickman_William  Goyen_Julian  Barnes_Elizabeth  Taylor_John D.  Beresford_May  Sinclair_William  Sansom_Elizabeth  Spencer_Hortense  Calisher_Wolfgang  Hildesheimer_Tommaso  Landolfi_Mircea  Eliade_Grace  Amundson_Hanns Heinz  Ewers_Amos  Tutuola_Angus  Wilson_Liliana  Heker_Antonia  White_Ann  Bridge_Joyce  Marshall_Ethel  Wilson_Leon  Rooke_Alfonso  Reyes_Timothy  Findley_Geoffrey  Drayton_Satyajit  Ray_Lion  Feuchtwanger_Peter  Green_Eric P.  McCormack_Brett  Balon_Ben  Hecht_Selma  Lagerlöf_Lloyd  Alexander_Lord  Dunsany_John  Buchan_Frank R.  Stockton_Kenneth  Morris_Evangeline  Walton_Félix  Martí-Ibáñez_Eric  Linklater_Vera  Chapman_L. Frank  Baum_Charles  Dickens_Philip K.  Dick_Nathaniel  Hawthorne_Alison  Lurie_Edith  Nesbit_H. G. Wells_Oscar  Wilde_Donald  Barthelme_Louise  Erdrich_Kenneth  Grahame_Robert Louis Stevenson_Howard  Pyle_John  Collier_Angela  Carter_James  Thurber_Catherine  Sinclair_Laurence  Housman_Jay  Williams_Walter  de la Mare_Mary  de Morgan_Lucy Lane  Clifford_John  Ruskin_Carl  Sandburg_Frances  Browne_Juliana Horatia  Ewing_Richard  Hughes_Naomi  Mitchison_Jeanne  Desy_Richard  Kennedy_Roger  Zelazny_Bruce  Sterling_George Alec  Effinger_Keith  Roberts_James P.  Blaylock_Jack  Vance_Damon  Knight_Judith  Tarr_Avram  Davidson_Robert  Sampson_R. A. Lafferty_John  Crowley_Horace. L.  Gold_Terry  Bisson_Suzy McKee  Charnas_Thomas Burnett  Swann_M. R. James_Aldous  Huxley_Rudyard  Kipling_Graham  Greene_D. H. Lawrence_Virginia  Woolf_Thomas  Hardy_J. G. Ballard_Ian  McEwan_G. K. Chesterton_Anthony  Trollope_Evelyn  Waugh_  Saki_P.G.  Wodehouse_John  Fuller_Arthur  Morrison_V. S. Pritchett_H. E. Bates_A. E. Coppard_Philip  Hensher_William  Gilbert_Mary  Mann_Charlotte (Mary)  Mew_(Arthur Annesley) Ronald  Firbank_Malachi  Whitaker_Rosamund  Lehmann_Penelope  Fitzgerald_Leonora  Carrington_Alan  Sillitoe_Rose  Tremain_Lewis  Carroll_C. S. Lewis_Frances Hodgson  Burnett_Mark  Helprin_Nikolai  Gogol_Edward  Eager_Margery  Williams_Philippa  Pearce,During his first night in a railway hotel in Lapland_ a man discovers that the professor in the next room is a troll who has eaten his wife,,,,,
King of the Elves,Fiction_Fantasy_Contemporary_Fairy Tales & Folklore_L. Frank  Baum_Ursula K.  Le Guin_Charles  Dickens_Ray  Bradbury_Philip K.  Dick_Nathaniel  Hawthorne_Robert A.  Heinlein_Mark  Twain_Samuel R.  Delany_Lord  Dunsany_Michael  Moorcock_Poul  Anderson_L. Sprague  de Camp_Fritz  Leiber_Fletcher  Pratt_Abraham  Merritt_Theodore  Sturgeon_Avram  Davidson_Gene  Wolfe_Wyman  Guin_Joanna  Russ_John  Collier_Elizabeth A.  Lynn_  Saki_Anthony  Boucher_Frank R.  Stockton_William  Morris_Horace  Walpole_Lucy Lane  Clifford_Kenneth  Morris_Sara  Coleridge_Margaret  St. Clair_Stephen Vincent  Benét_Christopher Pearce  Cranch_Johann Wolfgang von  Goethe_August  Strindberg_Oscar  Wilde_William Butler  Yeats_Anatole  France_  Voltaire_Stanislaw  Lem_Tanith  Lee_Robin  McKinley_Howard  Pyle_Jane  Yolen_Italo  Calvino_William Makepeace  Thackeray_Rainer Maria  Rilke_Jean-Jacques  Rousseau_Hermann  Hesse_Angela  Carter_James  Thurber_George  MacDonald_Michael  de Larrabeiti_Laurence  Housman_Erich  Kästner_Johann Karl August  Musäus_E. T. A. Hoffmann_Gottfried  Keller_Georg  Kaiser_Sylvia Townsend  Warner_Mary  de Morgan_Alfred  Döblin_Theodor  Storm_Naomi  Mitchison_Hans Christian  Andersen_Guillaume  Apollinaire_  Apuleius_Ingeborg  Bachmann_Giambattista  Basile_Thomas Crofton  Croker_Marie-Catherine  D'Aulnoy_Charlotte-Rose de Caumont  de la Force_Carl  Ewald_Antoine  Galland_Wilhelm Carl  Grimm_Franz  Hessel_Hugo von  Hofmannsthal_  Janosch_Günter  Kunert_Rosemarie  Künzler_Marie-Jean  L'Héritier_Christoph  Meckel_  Mynona_  Novalis_Charles  Perrault_Henri  Pourrat_Kurt  Schwitters_Giovanni  Straparola_Ludwig  Tieck_Michel  Tournier_Wilhelm Heinrich  Wackenroder_Christoph Martin  Wieland_Robert  Coover_Alison  Lurie_Edith  Nesbit_H. G. Wells_Isaac Bashevis  Singer_Bernard  Malamud_Donald  Barthelme_Louise  Erdrich_Kenneth  Grahame_Robert Louis Stevenson_T.H.  White_Joan  Aiken_Catherine  Sinclair_Jay  Williams_Walter  de la Mare_John  Ruskin_Carl  Sandburg_Frances  Browne_Juliana Horatia  Ewing_Richard  Hughes_Jeanne  Desy_Richard  Kennedy,The owner of a lonely gas station receives a visit from some elves one rainy evening and is asked to aid them in their war with the trolls.,,,,,
The Silver Sword,"Fiction_Children & Young Adult_Historical Fiction_WWII Holocaust, And Aftermath",This is a war story_ based upon fact_ about a family in Poland.  When the Nazis came_ men and women were carried off to prison camps and children left alone_ homeless_ to fend for themselves.  In this case_ first the father_ then the mother_ were taken away_ their home was blown up_ and their three children fled for their lives.  They were Ruth_ Edek_ and Bronia_ and they joined up with another boy_ Jan_ who had become a clever thief who could slip in and out of all sorts of places unnoticed.  They_ and many other children_ lived in constant danger of death by shooting_ or the cold_ or starvation, but they struggled on_ and many would not yield to the temptation to lie_ steal_ or even kill_ just to keep alive.  Jan and the three Balickis survived the war_ and set out on the hopeless-seeming task of finding their parents.  They made their own way from Poland to Germany and on to Switzerland_ a hard_ hard journey.,,,,
"New, Improved Murder",Fiction_Crime and Mystery,Jack Dwyer is an ex-cop turned part-time actor (and_ sometimes_ part-time security guard in a discount supermarket—but he doesn't particularly like talking about that) who_ since giving up police work_ really tries to mind his own business. But when Jane Branigan—his ex-live-in-lover—is found in a state of shock_ holding a recently fired gun_ he knows that his quiet days are about to become very complicated,,,,,
The Painted Garden,Fiction_Children & Young Adult_Performing Arts,Most children_ you might think_ would look forward to a holiday in California.  But at first the Winter family didnt want to go at all.  For Rachel it meant giving up her first real job as a dancer, for Tim it meant missing the chance of being taught the piano by the great Jeremy Caulder, and for Jane_ the middle one_ the difficult one who didnt shine at anything in particular_ it was worst of all - she had to leave her dog_ Chewing-gum_ behind.  Yet they couldnt make a fuss_ for their father had been ill and needed to convalesce in the sunshine.  When they arrived_ so many exciting things happened they forgot their black moods of disappointment.  Rachel met Posy Fossil_ now a famous ballerina_ and her sister Pauline, Tim found a piano, and Jane_ who behaved rather badly because she was missing Chewing-gum so much_ had the biggest adventure of all. . . .,
Murder Straight Up,Fiction_Crime and Mystery,Murder Straight Up is an intense_ gritty crime thriller that pits Dwyer against both the glittery world of television journalism and a sleazy_ dangerous criminal underworld--with an innocent boy's life hanging in the balance.,,,,,
Murder in the Wings,Fiction_Crime and Mystery_Detective Story and Detectives_Private Detective,Jack Dwyer_ ex-cop turned amateur actor_ is delighted when his agent lands him a role in Long Day's Journey Into Night.,,,,,
Undine,Fairy Tales & Folklore_Original Creations_Friedrich Heinrich Karl de la Motte  Fouqué_Clemens  Brentano_Heinrich von  Kleist_Joseph von  Eichendorff_Adelbert von  Chamisso_Johann Peter  Hebel_Achim von  Arnim_Johann Wolfgang von  Goethe_Ludwig  Tieck,An undine is a watersprite_ a nymph with the unique ability to assume human form. In common with all spirits they lack a human soul_ but stand to gain one by marrying a mortal. In that way_ nature and the supernatural are fused together. But if the undine is rejected by her spouse_ and she is close to water_ then her human soul is lost.,,,,,
The Autumn Dead,Fiction_Crime and Mystery,Jack Dwyer finds murder on his way to his high school reunion.,,,,,
A Cry of Shadows,Fiction_Crime and Mystery,A crime novel featuring Jack Dwyer_ set within the fashionable Avanti club during the Christmas period_ where the rich celebrate in style. However_ outside in the cold_ vagrants beg for scraps_ and Dwyer senses a deadly connection.,,,,,
Alias: The Pursuit: A Michael Vaughn Novel,Fiction_Adventure_Spy/Espionage,"Michael Vaughns father left him a legacy: A calling to a world filled with necessary lies. Dangerous exploits. 

And the chance to make a difference. 

Michael is ready to be an agent for the CIA. To do whatever it takes to honor his fathers memory.

But serving his country will exact a toll higher than he can imagine. His life will change forever.

And so it begins.",,,,,
